	tweetUrl	time	text	replies	retweets	likes	date	iso_2
24	/marceloarballo/status/1213854347001380864	2020-01-05 10:06:43	"Las empresas en Uruguay son en su enorme mayoria pymes o pequeñas; sus margenes de ganancia son reducidos y ya de por si pequeños. Y a su vez esas empresas son las mayores proveedoras de empleo.
No es cuestion de gustos, es cuestion de numeros."	2	0	2	2020-01-05	UY
20	/JorgeRicardoQ/status/1213857421120200705	2020-01-05 10:18:56	"Quedate a vivir en Uruguay ""Su"" el problema en la Argentina, es que todo lo quieren de arriba. En todo el munfi6el estado no genera empleo, crea las condiciones para ello, ñeto9di los gobernantes son coimeros e incompetentes, quien va a arriesgar un peso aquí?."	0	0	1	2020-01-05	UY
21	/estelagarto5/status/1213847857641463809	2020-01-05 09:40:56	Si eso mismo , corramos otra empresa del uruguay a costa de una manga de vagos q quieren estar sentados todo el día , así aumentamos un poquito más el desempleo , gracias comunistas , gracias FA	0	0	0	2020-01-05	UY
25	/Nataliabrites5/status/1214388098194452486	2020-01-06 21:27:39	"En eso te doy la razón,muy distinto!!! Hambre , desigualdad,desempleo,y atrasó en todos los aspectos ""el Uruguay q se viene"" es muy distinto sin duda al q gozamos hasta hoy https://twitter.com/ArtuHeber/status/1214261088902156291 …"	1	9	33	2020-01-06	UY
26	/Gabote_12/status/1214401399519399937	2020-01-06 22:20:30	"No demostró que habla ingles, demostró que escribe.
A uruguay nada le interesa Iran, nos interesa venderle nuestros productos o que ellos vengan a invertir el 0,00001 de su capital parar darnos vida, principalmente el interior que el desempleo asusta."	1	0	0	2020-01-06	UY
27	/Jona10PF/status/1214420556021415936	2020-01-06 23:36:38	"Tal cual. Creo que de ha profesionalizado en Uruguay, y eso repercute en el cuidado y respeto hacia los animales, a pesar de que al correr, se los exige bastante.
Además, da empleo directa e indirectamente a decenas de miles de personas."	1	0	1	2020-01-06	UY
28	/RicardoJGF/status/1214132501754593280	2020-01-06 04:32:00	Uruguay: una economía sin dinamismo -en recesión si se la mide respecto a su capacidad potencial de expansión-, con alto desempleo de trabajadores y con mucha capacidad instalada de infraestructura productiva ociosa;  con inflación por encima de la meta oficial ...	1	0	6	2020-01-06	UY
29	/TuTasaUY/status/1214252793680166912	2020-01-06 12:30:00	Consejos para avanzar profesionalmente #Empleo #ConsejosFiancieros #Uruguay https://tutasa.com.uy/consejos-avanzar-profesionalmente/ … pic.twitter.com/S48ADtTXCo	0	0	0	2020-01-06	UY
30	/ia_latam/status/1214220694873096193	2020-01-06 10:22:27	"Argentina podría tener un 56% de empleo calificado si maximizara la adopción de #IA
#Bolivia #Chile #Colombia #CostaRica #ElSalvador #Guatemala #Panamá #Paraguay #Perú #Uruguay #Ecuador #Mexico #Brasil #Argentina https://ia-latam.com/2020/01/06/argentina-podria-tener-un-56-de-empleo-calificado-si-maximizara-la-adopcion-de-ia/ …"	0	1	0	2020-01-06	UY
31	/Uruman1/status/1214225895487090688	2020-01-06 10:43:07	"#Uruguay Avisos de #empleo subidos hoy 06/01/2020. Véalos en: https://lnkd.in/ec8Kpan 
#mantenimiento #GestióndeActivos #Confiabilidad #trabajo pic.twitter.com/eId1ozhUI0"	0	0	2	2020-01-06	UY
32	/CosmeFu85173899/status/1214309411897913348	2020-01-06 16:14:59	"Más inversión y empleo cosa que está faltando en Uruguay.
No te preocupes que el narcotráfico con todos los controles entro igual y está más fuerte que nuncA."	1	0	0	2020-01-06	UY
33	/AegisConsultora/status/1214161526485114880	2020-01-06 06:27:20	"Compartimos las propuestas laborales activas para las cuales continuamos recibiendo postulaciones... 
#empleo #trabajo #job #enero #uruguay pic.twitter.com/BQvdEfjK8n"	0	2	1	2020-01-06	UY
36	/ceventuales/status/1214891612788133888	2020-01-08 06:48:26	"¡Te estamos buscando!
Chofer CAT D

Para postularte envía tu #curriculum a rrhh@eventuales.com.uy especificando en el asunto el nombre del cargo al cual aplicas.
#empleo #trabajo #ofertalaboral #rrhh #Uruguay pic.twitter.com/mVjvOjqxIn"	0	1	1	2020-01-08	UY
35	/Aldeas_Uruguay/status/1214990496944328704	2020-01-08 13:21:22	Nueva oportunidad de empleo: trabajador/a social por suplencia para CAIF Verdisol #Montevideo. ¡Sumate a nuestro equipo!  http://bit.ly/2R25bjq  #Trabajo	0	0	0	2020-01-08	UY
34	/cpa_ferrere/status/1214891474766245888	2020-01-08 06:47:53	"#URUGUAY Buscamos a una persona recientemente recibida de carreras ingeniería o ciencias económicas para integrarse a un equipo especializado en las áreas de desarrollo organizacional y gestión estratégica.

Los detalles aquí https://cutt.ly/WrwuPcK 
#OportunidadLaboral #Empleo pic.twitter.com/TDfsg3SPFR"	0	1	3	2020-01-08	UY
51	/ine_uruguay/status/1215323189619851271	2020-01-09 11:23:22	Para el Total País se estimaron puntualmente las siguientes tasas: Actividad 62,9%, Empleo 57,2% y Desempleo 9,2%. http://bit.ly/302HETN  #INE #actividad #empleo #desempleo pic.twitter.com/xeTtwlBm5b	0	1	1	2020-01-09	UY
61	/Florycer/status/1215426318344630273	2020-01-09 18:13:10	Solo inversionistas. La tasa de desempleo en Uruguay es alta. https://twitter.com/LANACION/status/1215289516853825536 …	0	0	0	2020-01-09	UY
60	/Aldeas_Uruguay/status/1215351136376492033	2020-01-09 13:14:25	Nueva oportunidad de empleo: educador/a para Centro Juvenil Nuevo Camino #Paysandú. ¡Sumate a nuestro equipo! http://bit.ly/39URnQr  #Trabajo	0	0	0	2020-01-09	UY
59	/empresariosdaca/status/1215447480483155968	2020-01-09 19:37:15	"La industria hotelera en Uruguay: empleo & capacitación.
Las políticas de gobierno para el turismo y la visión empresarial.
 Repasamos el programa con @remomonzeglio Director de ITHU - Politécnico de Montevideo
Viernes 21 hs por @NSTV_canal
Conduce: @TatianaCortazzo pic.twitter.com/JnCeZUYF0P"	0	2	7	2020-01-09	UY
58	/Demost_xxi/status/1215418968778985473	2020-01-09 17:43:58	Existe en todo el continente, lo unico que hace es que compitan los municipios a ver quien cobra/recauda menos, no crea nuevo empleo solo traslada. Uruguay tiene solo que esperar la reactivacion argentina en cuanto a su turismo.	0	0	0	2020-01-09	UY
57	/BadanoAlex/status/1215391205149696000	2020-01-09 15:53:38	Igual este presidente es nuevo. La idea que tiene es ir bajando impuestos para estimular inversión. No es fácil porq en Uruguay tenes mucho jubilado y empleo público, pero esta gente viene con mentalidad más liberal.	0	0	2	2020-01-09	UY
56	/sumariumcom/status/1215390539010527232	2020-01-09 15:51:00	 La tasa de desempleo subió  en Uruguay  a 9,2% en noviembre frente a 8,8% en octubre, y se disparó con relación al 7,4% de noviembre del año pasado, en un contexto de estancamiento económico y deterioro del mercado de trabajo, según datos oficiales.	1	3	3	2020-01-09	UY
55	/PortalDiarioAR/status/1215378992502493185	2020-01-09 15:05:07	Infobae | Desempleo sube a 9,2% en Uruguay en noviembre http://dlvr.it/RMlR46 	0	0	0	2020-01-09	UY
54	/francoyannelli/status/1215355430312062977	2020-01-09 13:31:29	El capital es la variable mas inteligente de la economía y siempre se va a colocar como inversión donde rinda más. Sin inversión no hay crecimiento ni generación de empleo genuino. En Argentina no rinde, Uruguay lo entendió y lo quiere. https://m.ambito.com/economia/uruguay/uruguay-planea-flexibilizar-regulaciones-atraer-empresarios-y-fondos-argentinos-n5075580 …	0	2	3	2020-01-09	UY
53	/AldoLema_uy/status/1215351281369391104	2020-01-09 13:15:00	En 2019 el desempleo promedio habría sido 9% en Uruguay, la mayor tasa anual desde 2007. https://twitter.com/AldoLema_uy/status/1215320045162811394 …	0	3	11	2020-01-09	UY
52	/AldoLema_uy/status/1215211959185965062	2020-01-09 04:01:23	Analistas proyectan para 2020 (en Uruguay) cierta reactivación económica, leve reducción del déficit fiscal, desempleo e inflación altos: encuesta y nota de @BUSQUEDAonline https://www.busqueda.com.uy/nota/analistas-proyectan-para-2020-cierta-reactivacion-economica-leve-reduccion-del-deficit-fiscal/ls-398-05f4e248afa8b7c4ea5b …	1	5	5	2020-01-09	UY
50	/hpititiminisky/status/1215337002641563650	2020-01-09 12:18:15	"Lo bueno de Uruguay, tenes mate, chivitos  y helados Conaprole. Las playas son un poco más lindas que las de Argentina, aunque un poco más feas que las de Brasil. Más limpio.

Lo malo: el empleo no se mueve y te pueden discriminar por ser argentino. Hay algo de inseguridad."	5	2	22	2020-01-09	UY
41	/EstScriptumEst/status/1215458010799144960	2020-01-09 20:19:06	Me parece que no hay suficiente empleo en Uruguay.	0	0	0	2020-01-09	UY
48	/BENGOCHEA_SB/status/1215331130355986434	2020-01-09 11:54:55	Desempleo de Noviembre en Uruguay ajusta al alza y llega a 9.2%. Recordemos que el último registro fue de 8.8%	0	1	0	2020-01-09	UY
49	/InversionSURAUY/status/1215363948708532225	2020-01-09 14:05:20	Según datos del Instituto Nacional de Estadística, para el total país se estimaron puntualmente las siguientes tasas: Actividad 62,9%, Empleo 57,2% y Desempleo 9,2%. #Datos #Uruguay #InversionesSURA pic.twitter.com/MIq46Ne75D	0	1	3	2020-01-09	UY
37	/CinveOss/status/1215399064428326912	2020-01-09 16:24:52	"En noviembre de 2019, la estimación puntual de la tasa de desempleo en Uruguay fue de 9,2%: incremento de 1,8 pp. interanual. 
Acceda al Monitor mensual de Seguridad Social de enero aquí: http://www.observatorioseguridadsocial.org.uy/index.php/24-observatorio-de-seguridad-social/87-monitor-laboral-enero-2020 …"	0	6	5	2020-01-09	UY
39	/AldoLema_uy/status/1215320045162811394	2020-01-09 11:10:52	Fuerte alza del desempleo de Uruguay en noviembre, hasta 9,2% (versus 7,4% en igual mes de 2018), con nueva caída interanual en tasa de empleo y puestos de trabajo. pic.twitter.com/NdXEIejF8q	8	58	75	2020-01-09	UY
40	/marianosardans/status/1215452739196661766	2020-01-09 19:58:09	OjO, Uruguay no sólo quiere ricos, sino también personas que generen riqueza y empleo. Muchos de estos hoy no tienen y quizás nunca tengan u$s1MM, pero sí generan empleo, pagan impuestos y mueven la economía.	0	0	4	2020-01-09	UY
42	/ceventuales/status/1215248615733649410	2020-01-09 06:27:02	"¡Te estamos buscando!
Aprendiz Chofer – Libreta CAT H

Para postularte envía tu #curriculum a rrhh@eventuales.com.uy especificando en el asunto el nombre del cargo al cual aplicas.
#empleo #trabajo #ofertalaboral #rrhh #Uruguay pic.twitter.com/PwQOzd9KaI"	0	0	0	2020-01-09	UY
38	/kondratiuk8/status/1215451759772127236	2020-01-09 19:54:16	Más barato, no, regalado. Vale 1 lo que vale 3 en Uruguay. A, eso si no busques empleo. No te alcanza ni para pagar un sándwich de queso al dia.	0	0	0	2020-01-09	UY
44	/AegisConsultora/status/1215283013904424961	2020-01-09 08:43:44	" Compartimos las propuestas laborales activas para las cuales continuamos recibiendo postulaciones... 

#empleo #trabajo #job #enero #uruguay pic.twitter.com/RHRgaVDD99"	0	1	2	2020-01-09	UY
45	/lolapipi35/status/1215324571705970694	2020-01-09 11:28:52	Mientras AF habla de la ganancias “excesivas” de las empresas y las tapa de impuestos, Uruguay llama a invertir flexibilizando regulaciones. Dónde crees que los capitales van a invertir y dar empleo?  https://www.infobae.com/economia/2020/01/09/el-presidente-electo-lacalle-pou-quiere-que-100000-argentinos-se-muden-a-uruguay-planea-flexibilizar-regulaciones-para-empresarios-y-fondos-locales/ …	0	1	1	2020-01-09	UY
46	/tuiterovip_/status/1215329671765774336	2020-01-09 11:49:08	"Los datos del INE son pocos creíbles. No se qué parámetros usan pero hay mucho más desempleo que eso.
Hay muchísima gente que hace tiempo ya ni busca trabajo."	0	0	0	2020-01-09	UY
47	/zurdo_beltran/status/1215336455490428931	2020-01-09 12:16:05	"En Uruguay siempre que bajaron los salarios bajó el desempleo y cada vez que quitaron impuestos bajaron los precios. 
Por suerte llega un gobierno solvente y nos vamos para arriba."	0	0	0	2020-01-09	UY
43	/ine_uruguay/status/1215266488694734849	2020-01-09 07:38:04	"Te recordamos que en el día de hoy estaremos publicando los Boletines Técnicos correspondientes a ""Ingresos de los hogares y de las personas"" y ""Actividad, Empleo y Desempleo"" para el mes de noviembre de 2019. Más información: http://bit.ly/2pvqz6T  #INE #ECH #encuestadehogares"	0	0	1	2020-01-09	UY
81	/alambredepua197/status/1215745396485640193	2020-01-10 15:21:04	Algunos no somos como vos pensa. Pero entiendo lo que decís. Hay muchos Argentinos trabajando en Uruguay y no creo que se lo estén cagando, de hecho están trabajando, cultivando la tierra, dando empleo. Pensar que todo es Peronia es el error. Algunos en este país somos distintos.	1	0	0	2020-01-10	UY
73	/grantthorntonuy/status/1215671806050414592	2020-01-10 10:28:39	#InformeDeCoyuntura  En el año cerrado a noviembre 2019, la tasa de empleo (57%) de Uruguay cae levemente respecto al mes anterior mientras que la tasa de desempleo sube y se ubica en 9,2% de la Población Económicamente Activa. #GTUY pic.twitter.com/3NUT38XY4u	0	5	6	2020-01-10	UY
80	/AbramAldo/status/1215636311530508290	2020-01-10 08:07:36	"Uruguay tienta a 100.000 empresarios argentinos para que se vayan a producir allá. ¿Te extraña? En el mundo se pelean por atraerlos para que generen empleo y bienestar. Acá, los matamos con impuestos ""Solidarios"" y regulaciones absurdas  https://mundo.sputniknews.com/america-latina/202001091090085924-uruguay-quiere-robarse-100000-empresarios-argentinos/ … via @SputnikMundo"	17	135	328	2020-01-10	UY
79	/Hugo9755141/status/1215651314060775425	2020-01-10 09:07:13	El peaje, la suba del dólar, desempleo q sigue, pobreza cada vez peor, tarifas q se lavaron las manos porque perdieron, la inversión, de q hablas si de todo eso se encargó el frente, parásito en 15 años sigo pensando q fue lo peor q le paso al Uruguay no saben perder	0	1	13	2020-01-10	UY
78	/TitoReyes05/status/1215708451474694145	2020-01-10 12:54:16	con todo respeto soy viejo pregunto el 10 x ciento desempleo es sobre los 3 mill habitantes ? en el Uruguay trabajar son 900 mil y si se evalua el desempleo el porcentaje seria mucho mayor ... pregunto	0	0	0	2020-01-10	UY
77	/matiasch/status/1215639328271077376	2020-01-10 08:19:36	"Suena lindo decir ""queremos 100 mil argentinos en Uruguay"". Pero, de que van a trabajar? El empleo no está pasando por su mejor momento allá. https://twitter.com/AldoLema_uy/status/1215320045162811394 …"	0	0	0	2020-01-10	UY
76	/jgamorin/status/1215743920887488513	2020-01-10 15:15:12	"#PITCNT: “...Al Gobierno le faltaron políticas más activas...”

En 2014, hicieron paro contra un candidato de la oposición

En 2019, hicieron campaña a favor del FA y amenazaron con un paro contra otro

Pero a 50 días del cambio de gobierno ven los problemas de empleo en #Uruguay pic.twitter.com/uQGqxGXVPj"	36	140	279	2020-01-10	UY
75	/SolangePosada7/status/1215767184875687936	2020-01-10 16:47:39	Aumenta el desempleo en todo el Uruguay, menos para los amigos del FRAUDE AMPLIO. pic.twitter.com/ixuE6pdmaO	0	1	3	2020-01-10	UY
74	/NSTV_canal/status/1215679698782605313	2020-01-10 11:00:01	"La industria hotelera en Uruguay: empleo & capacitación. Las políticas de gobierno para el turismo y la visión empresarial. Con @remomonzeglio Director de ITHU - Politécnico de Montevideo. HOY 21 hs en @empresariosdaca
. 
Conduce: 
@TatianaCortazzo pic.twitter.com/4TUdFWXWrD"	0	3	1	2020-01-10	UY
72	/PwC_Uruguay/status/1215726390559092736	2020-01-10 14:05:33	#Economía: leve reducción del déficit fiscal, reactivación económica, inflación y desempleo altos son algunos de los resultados que reveló para el 2020 una investigación de @BUSQUEDAonline en la que participó @MatiMoralesUY de PwC. Leé la nota completa: https://semanario.busqueda.com.uy/nota/analistas-proyectan-para-2020-cierta-reactivacion-economica-leve-reduccion-del-deficit-fiscal/ls-12304-3f9f150478b3cf73d894 …	0	4	7	2020-01-10	UY
66	/GERARDOCORREAUY/status/1215597843911790593	2020-01-10 05:34:45	"#GCSOCIEDAD


ALLÁ ARRIBA
9,2% el desempleo en Uruguay."	0	0	0	2020-01-10	UY
70	/nacholopezviana/status/1215604148655337472	2020-01-10 05:59:48	"#Desempleo 

Según las recientes cifras publicadas por el INE, la tasa de desempleo correspondiente a noviembre 19 se ubicó en 9.2%.

Dicho porcentaje equivale a 1,8% por encima de noviembre 18 y representa un incremento de 0,4% en relación a octubre 19.
@CSC_Uruguay pic.twitter.com/Yaitts6v4k"	0	3	5	2020-01-10	UY
69	/Vitico29765054/status/1215844544765419520	2020-01-10 21:55:03	"Empleo en uruguay
https://twitter.com/Vitico29765054/status/1215844370747883520?s=19 …"	0	0	0	2020-01-10	UY
68	/Gonbridav/status/1215791404741537792	2020-01-10 18:23:53	"Cargos públicos - más de 300 mil (Solo Anep 70 mil) ✓
Tarjetas Uruguay social del Mides - más de 80 mil ✓ 
Jubilados - 715 mil ✓
Menores de 13 años - 700 mil ✓
Población carcelaria - 11 mil ✓
Desempleo (buscan trabajo) - 170 mil ✓ 

Adivine que sector banca este país?"	0	0	0	2020-01-10	UY
67	/femijoon/status/1215835403376386050	2020-01-10 21:18:43	Gratis para quienes estén en situación de desempleo pero más accesible para el resto. No se puede poner todo gratis porque el estado es quien interviene y no hay Plata para que sea todo gratis. En uruguay quien se atiende en salud pública lo tiene gratis y el resto más barato	1	0	3	2020-01-10	UY
65	/ceventuales/status/1215624528191262720	2020-01-10 07:20:47	"¡Te estamos buscando!
Auxiliar Administrativa

Para postularte envía tu #curriculum a rrhh@eventuales.com.uy especificando en el asunto el nombre del cargo al cual aplicas.
#empleo #trabajo #ofertalaboral #rrhh #Uruguay pic.twitter.com/9fd02lwIeL"	0	0	0	2020-01-10	UY
64	/Danybet4/status/1215622098745548801	2020-01-10 07:11:08	O sea que se han dado el lujo de duplicar o replicar n veces a lo largo y ancho del mapeo estatal. Que generoso el Uruguay pero poco creativo para generar empleo y que aporte valor agregado. https://twitter.com/gustavostal/status/1214968775549882368 …	0	0	0	2020-01-10	UY
63	/JovenLat/status/1215536623900930049	2020-01-10 01:31:29	"URUGUAY/EMPLEOS Portal para que te postules a KOMATSU, empresa de maquinaria de minería y construcción en Uruguay
CLIC EN https://www.komatsulatinoamerica.com/uruguay/nuestra-empresa/trabaja-con-nosotros/ …
#jovenes #AmericaLatina #GANYDAR #latam #empleo #trabajo #minería #Komatsu #mujeres #Uruguay"	0	2	4	2020-01-10	UY
62	/MarceloGareli/status/1215785614202867717	2020-01-10 18:00:53	Si y también me mintieron con la seguridad, con el empleo, el Uruguay productivo, el déficit fiscal  y tantas mentiras que algunos todavía creen	1	0	1	2020-01-10	UY
71	/TatianaCortazzo/status/1215800067220819968	2020-01-10 18:58:19	Hay 171.000 desocupados en Uruguay, 157.000 subempleados (personas con menos horas de trabajo de las que desearían) y 13.000 desalentados (personas que hoy no buscan empleo pero lo hicieron en el pasado), según análisis de @Exante_UY. https://twitter.com/Exante_UY/status/1215742031361970176 …	1	17	28	2020-01-10	UY
86	/Goddess_Spring/status/1216156233092227073	2020-01-11 18:33:35	"Fondo Monetario Internacional
Tasa desempleo 2020

Argentina 10,1%
Brasil 10,8%
Bolivia 4%
Colombia 9,5%
Costa Rica 11%
Chile 6,9%
Ecuador 4,7%
Honduras 3%
México 3,4%
Nicaragua 8,8%
Panamá 5,9%
Perú 6,7%
Paraguay 5,9%
Uruguay 8,1%
Venezuela 50,5%"	0	4	6	2020-01-11	UY
85	/ALamaita/status/1215998328632160259	2020-01-11 08:06:08	Después de 15 años el Pit Cnt “descubre” qué hay desempleo en Uruguay. Casualidad que se dieron cuenta después que el FA perdió el gobierno.	0	1	6	2020-01-11	UY
83	/JoseMol14779865/status/1215981881277198338	2020-01-11 07:00:47	Si me ofreces empleo me voy a vivir a Uruguay sin dudarlo 	1	0	1	2020-01-11	UY
84	/USSA_Embassy/status/1216116149949272064	2020-01-11 15:54:19	Las cuales tambien se ven beneficiadas con este sistema de mierda, como Chaco que es practicamente 80% empleo publico, por ejemplo. Pero como CABA dificil, porque no solo es el dinero lo que concentran ahi, sino tambien el movimiento. Por eso Uruguay se fue de la confederacion	0	0	0	2020-01-11	UY
82	/sheinosa/status/1215983693950603264	2020-01-11 07:07:59	Desempleo en Uruguay subió en noviembre y es del 9,2% https://ecos.la/UY/13/Sociedad/2020/01/10/38930/desempleo-en-uruguay-subio-en-noviembre-y-es-del-92/ …	0	0	0	2020-01-11	UY
87	/Maria86966493/status/1216514066073751553	2020-01-12 18:15:29	"En Uruguay ya no quedan  profesionales !
Solo los burros ( sin empleo."	0	0	0	2020-01-12	UY
88	/fcukierman/status/1216524678304497665	2020-01-12 18:57:39	Uruguay _ particular ofrece empleo a Enfermera/auxiliar de enfermería https://twitter.com/urumon47/status/1216513180706516994 …	0	8	3	2020-01-12	UY
89	/Marco_zaitsev/status/1216328030475489280	2020-01-12 05:56:15	Que difícil es conseguir trabajo en Uruguay! 5 años estudiando una carrera para quedar inmerso en el inmenso mar del desempleo	0	1	2	2020-01-12	UY
