	date	empleo_volumen	replies	retweets	likes	iso_2
49	2020-02-18	653	389	696	7870	BR
50	2020-02-19	624	1927	6060	33068	BR
51	2020-02-20	537	625	1714	12713	BR
52	2020-02-21	618	7036	10590	55394	BR
53	2020-02-22	399	423	804	4976	BR
54	2020-02-23	343	236	937	5492	BR
55	2020-02-24	404	2898	7881	43087	BR
56	2020-02-25	412	456	2356	13110	BR
57	2020-02-26	677	1000	5041	22397	BR
58	2020-02-27	804	1744	12626	52536	BR
59	2020-02-28	814	750	4289	20676	BR
60	2020-02-29	547	983	4057	25823	BR
61	2020-03-01	510	744	3865	20066	BR
62	2020-03-02	565	1089	4782	25796	BR
63	2020-03-03	626	915	2750	23331	BR
64	2020-03-04	684	1529	3668	28636	BR
65	2020-03-05	661	458	1340	6099	BR
66	2020-03-06	606	1867	5633	27739	BR
67	2020-03-07	493	1118	5044	23278	BR
68	2020-03-08	582	313	1382	6644	BR
69	2020-03-09	687	676	3446	20892	BR
70	2020-03-10	628	669	1035	8705	BR
71	2020-03-11	684	458	1248	8744	BR
72	2020-03-12	693	644	2495	10918	BR
73	2020-03-13	633	362	2028	11866	BR
74	2020-03-14	373	264	1088	6660	BR
75	2020-03-15	835	748	4995	24403	BR
76	2020-03-16	948	1474	2818	16681	BR
77	2020-03-17	1007	583	2020	11749	BR
78	2020-03-18	1012	932	3360	18625	BR
79	2020-03-19	1082	5744	12677	66039	BR
80	2020-03-20	949	1274	6156	27588	BR
81	2020-03-21	930	1790	6005	36064	BR
82	2020-03-22	626	1208	6631	32849	BR
83	2020-03-23	270	635	1241	5474	BR
84	2020-03-24	916	2780	5490	29641	BR
85	2020-03-25	2433	2054	9813	47569	BR
86	2020-03-26	1836	2039	5607	23182	BR
87	2020-03-27	1396	2297	10487	46300	BR
88	2020-03-28	1055	1537	5308	31094	BR
89	2020-03-29	1091	2483	4458	26911	BR
90	2020-03-30	1053	879	5422	21772	BR
91	2020-03-31	1241	1310	2167	18451	BR
92	2020-04-01	1003	766	3334	11715	BR
93	2020-04-02	1489	24313	14033	100911	BR
94	2020-04-03	1147	632	2117	10522	BR
95	2020-04-04	867	772	1652	11029	BR
96	2020-04-05	767	1213	7473	33765	BR
97	2020-04-06	1288	1521	6334	27479	BR
98	2020-04-07	795	451	841	4564	BR
99	2020-04-08	762	352	1075	5625	BR
100	2020-04-09	710	607	825	6450	BR
101	2020-04-10	633	1224	4694	25918	BR
102	2020-04-11	670	1258	6000	23412	BR
103	2020-04-12	911	978	3262	17336	BR
104	2020-04-13	765	573	1288	8865	BR
105	2020-04-14	763	2793	7717	38831	BR
106	2020-04-25	276	3288	5390	26477	BR
107	2020-04-26	1173	1431	4931	26839	BR
108	2020-04-27	1229	1263	3224	20898	BR
109	2020-04-28	1127	1134	3040	19437	BR
110	2020-04-29	1009	3480	5559	55654	BR
111	2020-04-30	1107	1095	1507	11048	BR
112	2020-05-01	1777	1322	4319	18343	BR
113	2020-05-02	769	2157	5413	34554	BR
114	2020-05-03	855	1054	3171	18431	BR
115	2020-05-04	929	3393	14438	73725	BR
116	2020-05-05	865	1044	4482	22594	BR
117	2020-05-06	881	684	1327	8074	BR
118	2020-05-07	1002	764	2841	14824	BR
119	2020-05-08	959	1242	3828	21383	BR
120	2020-05-09	761	1717	10881	42506	BR
121	2020-05-10	698	1021	3661	17128	BR
122	2020-05-11	835	682	1623	9278	BR
123	2020-05-12	935	1115	2181	16229	BR
124	2020-05-13	909	903	3860	20362	BR
125	2020-05-14	971	513	820	9267	BR
126	2020-05-15	1337	1188	3918	18349	BR
127	2020-05-16	792	441	1628	8960	BR
128	2020-05-17	861	1012	12256	48290	BR
129	2020-05-18	766	1044	4264	19885	BR
130	2020-05-19	877	1692	11485	68783	BR
131	2020-05-20	871	1097	2402	15026	BR
132	2020-05-21	811	628	1725	9107	BR
133	2020-05-22	1081	5190	11067	62177	BR
134	2020-05-23	816	547	2410	13610	BR
135	2020-05-24	875	365	754	4526	BR
136	2020-05-25	955	640	1374	12301	BR
137	2020-05-26	818	767	1682	14042	BR
138	2020-05-27	1092	1308	2743	21881	BR
139	2020-05-28	927	908	4218	18443	BR
140	2020-05-29	863	733	2298	12166	BR
141	2020-05-30	664	340	895	4833	BR
142	2020-05-31	812	739	42070	136328	BR
143	2020-06-01	780	703	1135	6732	BR
144	2020-06-02	919	1106	15376	68187	BR
145	2020-06-03	808	491	1195	7159	BR
146	2020-06-04	876	951	8473	44537	BR
147	2020-06-05	902	1798	8807	58304	BR
148	2020-06-06	715	1496	12875	66612	BR
149	2020-06-07	779	1671	3570	24726	BR
150	2020-06-08	932	460	1616	9848	BR
151	2020-06-09	938	755	5054	28886	BR
152	2020-06-10	881	715	4514	20040	BR
153	2020-06-11	840	908	4679	21248	BR
154	2020-06-12	903	1564	8475	49524	BR
155	2020-06-13	696	5468	9014	43091	BR
156	2020-06-14	608	607	1759	13070	BR
157	2020-06-15	777	1357	4314	36317	BR
158	2020-06-16	692	595	2790	12858	BR
159	2020-06-17	1027	817	3461	19475	BR
160	2020-06-18	1134	2326	9022	59275	BR
161	2020-06-19	916	1663	6209	30600	BR
162	2020-06-20	773	3946	7524	51850	BR
163	2020-06-21	649	527	1597	9653	BR
164	2020-06-22	806	5537	12773	63086	BR
165	2020-06-23	744	588	1218	9335	BR
166	2020-06-24	807	4946	6413	29986	BR
167	2020-06-25	932	1331	3482	27318	BR
168	2020-06-26	785	4751	11293	56841	BR
169	2020-06-27	124	69	358	1179	BR
170	2020-06-28	658	1341	4853	22337	BR
171	2020-06-29	877	473	1770	10655	BR
172	2020-06-30	835	365	1625	7816	BR
173	2020-07-04	121	89	259	1419	BR
174	2020-07-05	497	564	1262	9077	BR
175	2020-07-06	870	1331	2085	13817	BR
176	2020-07-07	744	939	1715	16167	BR
177	2020-07-08	846	538	1570	10645	BR
178	2020-07-09	790	574	1526	9774	BR
179	2020-07-10	660	577	791	5625	BR
180	2020-07-11	620	4362	2873	15290	BR
181	2020-07-12	606	810	2015	13815	BR
182	2020-07-13	788	1174	2037	16625	BR
183	2020-07-14	1041	1274	2873	20469	BR
184	2020-07-15	1138	2997	8048	32050	BR
185	2020-07-16	994	1030	2867	19939	BR
186	2020-07-17	1289	1411	4434	25338	BR
187	2020-07-18	896	863	2664	16981	BR
188	2020-07-19	814	1585	4323	27312	BR
189	2020-07-20	765	1955	6100	30984	BR
190	2020-07-21	202	262	1128	8541	BR
191	2020-07-22	925	1263	2524	17579	BR
192	2020-07-23	750	1323	4003	25712	BR
193	2020-07-24	187	186	488	3870	BR
194	2020-07-25	910	950	3367	18083	BR
195	2020-07-26	790	774	2041	15195	BR
196	2020-07-27	1056	1636	3246	21575	BR
197	2020-07-28	1233	1373	4486	28373	BR
198	2020-07-29	1141	1596	5688	28589	BR
199	2020-07-30	1049	1262	4637	30982	BR
200	2020-07-31	1060	1497	5228	30012	BR
201	2020-08-01	876	1384	2383	16249	BR
202	2020-08-02	583	845	2094	13376	BR
203	2020-08-03	3	14	91	317	BR
